week_ending,commodity,metric,value
2014-08-25,WHEAT,EXPORT_PACE_SURPRISE,-0.4
2014-09-01,WHEAT,EXPORT_PACE_SURPRISE,0.7
2014-09-08,WHEAT,EXPORT_PACE_SURPRISE,-0.2
2014-09-15,WHEAT,EXPORT_PACE_SURPRISE,-1.9
2014-09-22,WHEAT,EXPORT_PACE_SURPRISE,-1.3
2014-09-29,WHEAT,EXPORT_PACE_SURPRISE,0.2
2014-10-06,WHEAT,EXPORT_PACE_SURPRISE,0.1
2014-10-13,WHEAT,EXPORT_PACE_SURPRISE,0.6
2014-10-20,WHEAT,EXPORT_PACE_SURPRISE,1.6
2014-10-27,WHEAT,EXPORT_PACE_SURPRISE,1.2
2014-11-03,WHEAT,EXPORT_PACE_SURPRISE,1.4
2014-11-10,WHEAT,EXPORT_PACE_SURPRISE,1.6
2014-11-17,WHEAT,EXPORT_PACE_SURPRISE,1.5
2014-11-24,WHEAT,EXPORT_PACE_SURPRISE,2.3
2015-04-06,WHEAT,EXPORT_PACE_SURPRISE,10.7
2015-04-13,WHEAT,EXPORT_PACE_SURPRISE,9.9
2015-04-20,WHEAT,EXPORT_PACE_SURPRISE,10.1
2015-04-27,WHEAT,EXPORT_PACE_SURPRISE,9.5
2015-05-04,WHEAT,EXPORT_PACE_SURPRISE,8.1
2015-05-11,WHEAT,EXPORT_PACE_SURPRISE,8.3
2015-05-18,WHEAT,EXPORT_PACE_SURPRISE,7.5
2015-05-25,WHEAT,EXPORT_PACE_SURPRISE,5.6
2015-06-01,WHEAT,EXPORT_PACE_SURPRISE,5.2
2015-06-08,WHEAT,EXPORT_PACE_SURPRISE,3.4
2015-06-15,WHEAT,EXPORT_PACE_SURPRISE,4.3
2015-06-22,WHEAT,EXPORT_PACE_SURPRISE,4.7
2015-06-29,WHEAT,EXPORT_PACE_SURPRISE,5.3
2015-07-06,WHEAT,EXPORT_PACE_SURPRISE,6.2
2015-07-13,WHEAT,EXPORT_PACE_SURPRISE,4.5
2015-07-20,WHEAT,EXPORT_PACE_SURPRISE,3.4
2015-07-27,WHEAT,EXPORT_PACE_SURPRISE,4.0
2015-08-03,WHEAT,EXPORT_PACE_SURPRISE,3.5
2015-08-10,WHEAT,EXPORT_PACE_SURPRISE,3.5
2015-08-17,WHEAT,EXPORT_PACE_SURPRISE,4.6
2015-08-24,WHEAT,EXPORT_PACE_SURPRISE,2.7
2015-08-31,WHEAT,EXPORT_PACE_SURPRISE,3.6
2015-09-07,WHEAT,EXPORT_PACE_SURPRISE,3.4
2015-09-14,WHEAT,EXPORT_PACE_SURPRISE,3.0
2015-09-21,WHEAT,EXPORT_PACE_SURPRISE,4.2
2015-09-28,WHEAT,EXPORT_PACE_SURPRISE,2.7
2015-10-05,WHEAT,EXPORT_PACE_SURPRISE,2.5
2015-10-12,WHEAT,EXPORT_PACE_SURPRISE,4.1
2015-10-19,WHEAT,EXPORT_PACE_SURPRISE,4.9
2015-10-26,WHEAT,EXPORT_PACE_SURPRISE,4.3
2015-11-02,WHEAT,EXPORT_PACE_SURPRISE,4.2
2015-11-09,WHEAT,EXPORT_PACE_SURPRISE,6.6
2015-11-16,WHEAT,EXPORT_PACE_SURPRISE,7.3
2015-11-23,WHEAT,EXPORT_PACE_SURPRISE,8.6
2015-11-30,WHEAT,EXPORT_PACE_SURPRISE,9.7
2016-04-04,WHEAT,EXPORT_PACE_SURPRISE,10.5
2016-04-11,WHEAT,EXPORT_PACE_SURPRISE,10.3
2016-04-18,WHEAT,EXPORT_PACE_SURPRISE,10.8
2016-04-25,WHEAT,EXPORT_PACE_SURPRISE,11.7
2016-05-02,WHEAT,EXPORT_PACE_SURPRISE,11.8
2016-05-09,WHEAT,EXPORT_PACE_SURPRISE,11.8
2016-05-16,WHEAT,EXPORT_PACE_SURPRISE,11.8
2016-05-23,WHEAT,EXPORT_PACE_SURPRISE,12.6
2016-05-30,WHEAT,EXPORT_PACE_SURPRISE,12.6
2016-06-06,WHEAT,EXPORT_PACE_SURPRISE,10.9
2016-06-13,WHEAT,EXPORT_PACE_SURPRISE,10.3
2016-06-20,WHEAT,EXPORT_PACE_SURPRISE,8.0
2016-06-27,WHEAT,EXPORT_PACE_SURPRISE,7.7
2016-07-04,WHEAT,EXPORT_PACE_SURPRISE,7.6
2016-07-11,WHEAT,EXPORT_PACE_SURPRISE,8.7
2016-07-18,WHEAT,EXPORT_PACE_SURPRISE,9.4
2016-07-25,WHEAT,EXPORT_PACE_SURPRISE,9.5
2016-08-01,WHEAT,EXPORT_PACE_SURPRISE,7.7
2016-08-08,WHEAT,EXPORT_PACE_SURPRISE,7.8
2016-08-15,WHEAT,EXPORT_PACE_SURPRISE,6.6
2016-08-22,WHEAT,EXPORT_PACE_SURPRISE,6.9
2016-08-29,WHEAT,EXPORT_PACE_SURPRISE,6.7
2016-09-05,WHEAT,EXPORT_PACE_SURPRISE,4.9
2016-09-12,WHEAT,EXPORT_PACE_SURPRISE,6.4
2016-09-19,WHEAT,EXPORT_PACE_SURPRISE,6.4
2016-09-26,WHEAT,EXPORT_PACE_SURPRISE,7.1
2016-10-03,WHEAT,EXPORT_PACE_SURPRISE,8.7
2016-10-10,WHEAT,EXPORT_PACE_SURPRISE,8.8
2016-10-17,WHEAT,EXPORT_PACE_SURPRISE,11.1
2016-10-24,WHEAT,EXPORT_PACE_SURPRISE,10.5
2016-10-31,WHEAT,EXPORT_PACE_SURPRISE,11.6
2016-11-07,WHEAT,EXPORT_PACE_SURPRISE,12.3
2016-11-14,WHEAT,EXPORT_PACE_SURPRISE,12.7
2016-11-21,WHEAT,EXPORT_PACE_SURPRISE,14.5
2016-11-28,WHEAT,EXPORT_PACE_SURPRISE,15.2
2017-04-03,WHEAT,EXPORT_PACE_SURPRISE,5.7
2017-04-10,WHEAT,EXPORT_PACE_SURPRISE,5.1
2017-04-17,WHEAT,EXPORT_PACE_SURPRISE,5.5
2017-04-24,WHEAT,EXPORT_PACE_SURPRISE,6.6
2017-05-01,WHEAT,EXPORT_PACE_SURPRISE,6.6
2017-05-08,WHEAT,EXPORT_PACE_SURPRISE,5.6
2017-05-15,WHEAT,EXPORT_PACE_SURPRISE,6.1
2017-05-22,WHEAT,EXPORT_PACE_SURPRISE,6.1
2017-05-29,WHEAT,EXPORT_PACE_SURPRISE,5.9
2017-06-05,WHEAT,EXPORT_PACE_SURPRISE,6.2
2017-06-12,WHEAT,EXPORT_PACE_SURPRISE,6.7
2017-06-19,WHEAT,EXPORT_PACE_SURPRISE,7.0
2017-06-26,WHEAT,EXPORT_PACE_SURPRISE,8.9
2017-07-03,WHEAT,EXPORT_PACE_SURPRISE,10.5
2017-07-10,WHEAT,EXPORT_PACE_SURPRISE,9.9
2017-07-17,WHEAT,EXPORT_PACE_SURPRISE,10.3
2017-07-24,WHEAT,EXPORT_PACE_SURPRISE,9.8
2017-07-31,WHEAT,EXPORT_PACE_SURPRISE,9.4
2017-08-07,WHEAT,EXPORT_PACE_SURPRISE,9.7
2017-08-14,WHEAT,EXPORT_PACE_SURPRISE,8.6
2017-08-21,WHEAT,EXPORT_PACE_SURPRISE,10.3
2017-08-28,WHEAT,EXPORT_PACE_SURPRISE,10.0
2017-09-04,WHEAT,EXPORT_PACE_SURPRISE,9.8
2017-09-11,WHEAT,EXPORT_PACE_SURPRISE,9.8
2017-09-18,WHEAT,EXPORT_PACE_SURPRISE,9.6
2017-09-25,WHEAT,EXPORT_PACE_SURPRISE,10.7
2017-10-02,WHEAT,EXPORT_PACE_SURPRISE,12.8
2017-10-09,WHEAT,EXPORT_PACE_SURPRISE,13.3
2017-10-16,WHEAT,EXPORT_PACE_SURPRISE,13.3
2017-10-23,WHEAT,EXPORT_PACE_SURPRISE,13.3
2017-10-30,WHEAT,EXPORT_PACE_SURPRISE,14.9
2017-11-06,WHEAT,EXPORT_PACE_SURPRISE,13.5
2017-11-13,WHEAT,EXPORT_PACE_SURPRISE,14.5
2017-11-20,WHEAT,EXPORT_PACE_SURPRISE,13.6
2017-11-27,WHEAT,EXPORT_PACE_SURPRISE,14.6
2018-04-02,WHEAT,EXPORT_PACE_SURPRISE,3.2
2018-04-09,WHEAT,EXPORT_PACE_SURPRISE,1.8
2018-04-16,WHEAT,EXPORT_PACE_SURPRISE,0.6
2018-04-23,WHEAT,EXPORT_PACE_SURPRISE,0.7
2018-04-30,WHEAT,EXPORT_PACE_SURPRISE,1.2
2018-05-07,WHEAT,EXPORT_PACE_SURPRISE,0.6
2018-05-14,WHEAT,EXPORT_PACE_SURPRISE,2.1
2018-05-21,WHEAT,EXPORT_PACE_SURPRISE,1.9
2018-05-28,WHEAT,EXPORT_PACE_SURPRISE,1.2
2018-06-04,WHEAT,EXPORT_PACE_SURPRISE,2.0
2018-06-11,WHEAT,EXPORT_PACE_SURPRISE,3.7
2018-06-18,WHEAT,EXPORT_PACE_SURPRISE,3.1
2018-06-25,WHEAT,EXPORT_PACE_SURPRISE,3.4
2018-07-02,WHEAT,EXPORT_PACE_SURPRISE,2.1
2018-07-09,WHEAT,EXPORT_PACE_SURPRISE,1.6
2018-07-16,WHEAT,EXPORT_PACE_SURPRISE,3.3
2018-07-23,WHEAT,EXPORT_PACE_SURPRISE,2.0
2018-07-30,WHEAT,EXPORT_PACE_SURPRISE,1.7
2018-08-06,WHEAT,EXPORT_PACE_SURPRISE,3.2
2018-08-13,WHEAT,EXPORT_PACE_SURPRISE,2.8
2018-08-20,WHEAT,EXPORT_PACE_SURPRISE,4.0
2018-08-27,WHEAT,EXPORT_PACE_SURPRISE,4.6
2018-09-03,WHEAT,EXPORT_PACE_SURPRISE,2.9
2018-09-10,WHEAT,EXPORT_PACE_SURPRISE,3.7
2018-09-17,WHEAT,EXPORT_PACE_SURPRISE,5.3
2018-09-24,WHEAT,EXPORT_PACE_SURPRISE,6.3
2018-10-01,WHEAT,EXPORT_PACE_SURPRISE,4.3
2018-10-08,WHEAT,EXPORT_PACE_SURPRISE,3.5
2018-10-15,WHEAT,EXPORT_PACE_SURPRISE,4.0
2018-10-22,WHEAT,EXPORT_PACE_SURPRISE,2.6
2018-10-29,WHEAT,EXPORT_PACE_SURPRISE,3.2
2018-11-05,WHEAT,EXPORT_PACE_SURPRISE,3.6
2018-11-12,WHEAT,EXPORT_PACE_SURPRISE,1.5
2018-11-19,WHEAT,EXPORT_PACE_SURPRISE,1.7
2018-11-26,WHEAT,EXPORT_PACE_SURPRISE,2.5
2019-04-01,WHEAT,EXPORT_PACE_SURPRISE,-7.3
2019-04-08,WHEAT,EXPORT_PACE_SURPRISE,-9.4
2019-04-15,WHEAT,EXPORT_PACE_SURPRISE,-7.5
2019-04-22,WHEAT,EXPORT_PACE_SURPRISE,-7.3
2019-04-29,WHEAT,EXPORT_PACE_SURPRISE,-7.4
2019-05-06,WHEAT,EXPORT_PACE_SURPRISE,-5.7
2019-05-13,WHEAT,EXPORT_PACE_SURPRISE,-6.6
2019-05-20,WHEAT,EXPORT_PACE_SURPRISE,-4.4
2019-05-27,WHEAT,EXPORT_PACE_SURPRISE,-3.9
2019-06-03,WHEAT,EXPORT_PACE_SURPRISE,-3.7
2019-06-10,WHEAT,EXPORT_PACE_SURPRISE,-4.4
2019-06-17,WHEAT,EXPORT_PACE_SURPRISE,-3.9
2019-06-24,WHEAT,EXPORT_PACE_SURPRISE,-4.2
2019-07-01,WHEAT,EXPORT_PACE_SURPRISE,-4.5
2019-07-08,WHEAT,EXPORT_PACE_SURPRISE,-5.2
2019-07-15,WHEAT,EXPORT_PACE_SURPRISE,-6.1
2019-07-22,WHEAT,EXPORT_PACE_SURPRISE,-7.0
2019-07-29,WHEAT,EXPORT_PACE_SURPRISE,-5.9
2019-08-05,WHEAT,EXPORT_PACE_SURPRISE,-5.9
2019-08-12,WHEAT,EXPORT_PACE_SURPRISE,-7.8
2019-08-19,WHEAT,EXPORT_PACE_SURPRISE,-6.2
2019-08-26,WHEAT,EXPORT_PACE_SURPRISE,-5.1
2019-09-02,WHEAT,EXPORT_PACE_SURPRISE,-6.0
2019-09-09,WHEAT,EXPORT_PACE_SURPRISE,-4.2
2019-09-16,WHEAT,EXPORT_PACE_SURPRISE,-3.4
2019-09-23,WHEAT,EXPORT_PACE_SURPRISE,-2.4
2019-09-30,WHEAT,EXPORT_PACE_SURPRISE,-3.1
2019-10-07,WHEAT,EXPORT_PACE_SURPRISE,-2.9
2019-10-14,WHEAT,EXPORT_PACE_SURPRISE,-2.6
2019-10-21,WHEAT,EXPORT_PACE_SURPRISE,-2.3
2019-10-28,WHEAT,EXPORT_PACE_SURPRISE,-3.7
2019-11-04,WHEAT,EXPORT_PACE_SURPRISE,-3.1
2019-11-11,WHEAT,EXPORT_PACE_SURPRISE,-3.3
2019-11-18,WHEAT,EXPORT_PACE_SURPRISE,-2.4
2019-11-25,WHEAT,EXPORT_PACE_SURPRISE,-0.5
2020-04-06,WHEAT,EXPORT_PACE_SURPRISE,0.8
2020-04-13,WHEAT,EXPORT_PACE_SURPRISE,0.8
2020-04-20,WHEAT,EXPORT_PACE_SURPRISE,0.8
2020-04-27,WHEAT,EXPORT_PACE_SURPRISE,0.6
2020-05-04,WHEAT,EXPORT_PACE_SURPRISE,2.4
2020-05-11,WHEAT,EXPORT_PACE_SURPRISE,3.5
2020-05-18,WHEAT,EXPORT_PACE_SURPRISE,4.8
2020-05-25,WHEAT,EXPORT_PACE_SURPRISE,4.7
2020-06-01,WHEAT,EXPORT_PACE_SURPRISE,4.5
2020-06-08,WHEAT,EXPORT_PACE_SURPRISE,3.8
2020-06-15,WHEAT,EXPORT_PACE_SURPRISE,3.5
2020-06-22,WHEAT,EXPORT_PACE_SURPRISE,3.4
2020-06-29,WHEAT,EXPORT_PACE_SURPRISE,0.8
2020-07-06,WHEAT,EXPORT_PACE_SURPRISE,0.3
2020-07-13,WHEAT,EXPORT_PACE_SURPRISE,-0.0
2020-07-20,WHEAT,EXPORT_PACE_SURPRISE,0.8
2020-07-27,WHEAT,EXPORT_PACE_SURPRISE,2.0
2020-08-03,WHEAT,EXPORT_PACE_SURPRISE,1.1
2020-08-10,WHEAT,EXPORT_PACE_SURPRISE,-1.2
2020-08-17,WHEAT,EXPORT_PACE_SURPRISE,0.4
2020-08-24,WHEAT,EXPORT_PACE_SURPRISE,-0.9
2020-08-31,WHEAT,EXPORT_PACE_SURPRISE,-0.6
2020-09-07,WHEAT,EXPORT_PACE_SURPRISE,-0.4
2020-09-14,WHEAT,EXPORT_PACE_SURPRISE,0.8
2020-09-21,WHEAT,EXPORT_PACE_SURPRISE,1.4
2020-09-28,WHEAT,EXPORT_PACE_SURPRISE,-0.7
2020-10-05,WHEAT,EXPORT_PACE_SURPRISE,0.5
2020-10-12,WHEAT,EXPORT_PACE_SURPRISE,1.1
2020-10-19,WHEAT,EXPORT_PACE_SURPRISE,-1.1
2020-10-26,WHEAT,EXPORT_PACE_SURPRISE,-1.0
2020-11-02,WHEAT,EXPORT_PACE_SURPRISE,-0.4
2020-11-09,WHEAT,EXPORT_PACE_SURPRISE,-0.7
2020-11-16,WHEAT,EXPORT_PACE_SURPRISE,-1.3
2020-11-23,WHEAT,EXPORT_PACE_SURPRISE,-1.9
2020-11-30,WHEAT,EXPORT_PACE_SURPRISE,-2.5
2021-04-05,WHEAT,EXPORT_PACE_SURPRISE,0.1
2021-04-12,WHEAT,EXPORT_PACE_SURPRISE,0.2
2021-04-19,WHEAT,EXPORT_PACE_SURPRISE,-0.6
2021-04-26,WHEAT,EXPORT_PACE_SURPRISE,-0.3
2021-05-03,WHEAT,EXPORT_PACE_SURPRISE,0.1
2021-05-10,WHEAT,EXPORT_PACE_SURPRISE,-2.6
2021-05-17,WHEAT,EXPORT_PACE_SURPRISE,-2.5
2021-05-24,WHEAT,EXPORT_PACE_SURPRISE,-0.1
2021-05-31,WHEAT,EXPORT_PACE_SURPRISE,-0.6
2021-06-07,WHEAT,EXPORT_PACE_SURPRISE,-0.3
2021-06-14,WHEAT,EXPORT_PACE_SURPRISE,-0.2
2021-06-21,WHEAT,EXPORT_PACE_SURPRISE,0.5
2021-06-28,WHEAT,EXPORT_PACE_SURPRISE,-0.5
2021-07-05,WHEAT,EXPORT_PACE_SURPRISE,0.6
2021-07-12,WHEAT,EXPORT_PACE_SURPRISE,2.5
2021-07-19,WHEAT,EXPORT_PACE_SURPRISE,3.8
2021-07-26,WHEAT,EXPORT_PACE_SURPRISE,2.0
2021-08-02,WHEAT,EXPORT_PACE_SURPRISE,2.9
2021-08-09,WHEAT,EXPORT_PACE_SURPRISE,2.2
2021-08-16,WHEAT,EXPORT_PACE_SURPRISE,2.7
2021-08-23,WHEAT,EXPORT_PACE_SURPRISE,2.4
2021-08-30,WHEAT,EXPORT_PACE_SURPRISE,4.4
2021-09-06,WHEAT,EXPORT_PACE_SURPRISE,4.7
2021-09-13,WHEAT,EXPORT_PACE_SURPRISE,5.7
2021-09-20,WHEAT,EXPORT_PACE_SURPRISE,5.2
2021-09-27,WHEAT,EXPORT_PACE_SURPRISE,6.0
2021-10-04,WHEAT,EXPORT_PACE_SURPRISE,6.4
2021-10-11,WHEAT,EXPORT_PACE_SURPRISE,6.4
2021-10-18,WHEAT,EXPORT_PACE_SURPRISE,4.8
2021-10-25,WHEAT,EXPORT_PACE_SURPRISE,4.4
2021-11-01,WHEAT,EXPORT_PACE_SURPRISE,3.5
2021-11-08,WHEAT,EXPORT_PACE_SURPRISE,4.5
2021-11-15,WHEAT,EXPORT_PACE_SURPRISE,3.4
2021-11-22,WHEAT,EXPORT_PACE_SURPRISE,3.2
2021-11-29,WHEAT,EXPORT_PACE_SURPRISE,4.1
2022-04-04,WHEAT,EXPORT_PACE_SURPRISE,-9.8
2022-04-11,WHEAT,EXPORT_PACE_SURPRISE,-9.9
2022-04-18,WHEAT,EXPORT_PACE_SURPRISE,-8.3
2022-04-25,WHEAT,EXPORT_PACE_SURPRISE,-7.3
2022-05-02,WHEAT,EXPORT_PACE_SURPRISE,-7.1
2022-05-09,WHEAT,EXPORT_PACE_SURPRISE,-8.0
2022-05-16,WHEAT,EXPORT_PACE_SURPRISE,-7.7
2022-05-23,WHEAT,EXPORT_PACE_SURPRISE,-5.7
2022-05-30,WHEAT,EXPORT_PACE_SURPRISE,-5.1
2022-06-06,WHEAT,EXPORT_PACE_SURPRISE,-3.1
2022-06-13,WHEAT,EXPORT_PACE_SURPRISE,-2.6
2022-06-20,WHEAT,EXPORT_PACE_SURPRISE,-2.2
2022-06-27,WHEAT,EXPORT_PACE_SURPRISE,-0.2
2022-07-04,WHEAT,EXPORT_PACE_SURPRISE,-1.1
2022-07-11,WHEAT,EXPORT_PACE_SURPRISE,-0.6
2022-07-18,WHEAT,EXPORT_PACE_SURPRISE,-0.8
2022-07-25,WHEAT,EXPORT_PACE_SURPRISE,-0.1
2022-08-01,WHEAT,EXPORT_PACE_SURPRISE,0.6
2022-08-08,WHEAT,EXPORT_PACE_SURPRISE,-1.8
2022-08-15,WHEAT,EXPORT_PACE_SURPRISE,-1.4
2022-08-22,WHEAT,EXPORT_PACE_SURPRISE,-2.2
2022-08-29,WHEAT,EXPORT_PACE_SURPRISE,-3.8
2022-09-05,WHEAT,EXPORT_PACE_SURPRISE,-5.4
2022-09-12,WHEAT,EXPORT_PACE_SURPRISE,-5.9
2022-09-19,WHEAT,EXPORT_PACE_SURPRISE,-6.3
2022-09-26,WHEAT,EXPORT_PACE_SURPRISE,-3.6
2022-10-03,WHEAT,EXPORT_PACE_SURPRISE,-5.2
2022-10-10,WHEAT,EXPORT_PACE_SURPRISE,-5.3
2022-10-17,WHEAT,EXPORT_PACE_SURPRISE,-4.4
2022-10-24,WHEAT,EXPORT_PACE_SURPRISE,-6.3
2022-10-31,WHEAT,EXPORT_PACE_SURPRISE,-5.5
2022-11-07,WHEAT,EXPORT_PACE_SURPRISE,-5.6
2022-11-14,WHEAT,EXPORT_PACE_SURPRISE,-5.7
2022-11-21,WHEAT,EXPORT_PACE_SURPRISE,-6.6
2022-11-28,WHEAT,EXPORT_PACE_SURPRISE,-6.4
2023-04-03,WHEAT,EXPORT_PACE_SURPRISE,3.1
2023-04-10,WHEAT,EXPORT_PACE_SURPRISE,4.3
2023-04-17,WHEAT,EXPORT_PACE_SURPRISE,5.1
2023-04-24,WHEAT,EXPORT_PACE_SURPRISE,4.2
2023-05-01,WHEAT,EXPORT_PACE_SURPRISE,3.5
2023-05-08,WHEAT,EXPORT_PACE_SURPRISE,3.5
2023-05-15,WHEAT,EXPORT_PACE_SURPRISE,1.9
2023-05-22,WHEAT,EXPORT_PACE_SURPRISE,1.4
2023-05-29,WHEAT,EXPORT_PACE_SURPRISE,0.4
2023-06-05,WHEAT,EXPORT_PACE_SURPRISE,1.7
2023-06-12,WHEAT,EXPORT_PACE_SURPRISE,1.5
2023-06-19,WHEAT,EXPORT_PACE_SURPRISE,2.7
2023-06-26,WHEAT,EXPORT_PACE_SURPRISE,2.7
2023-07-03,WHEAT,EXPORT_PACE_SURPRISE,3.7
2023-07-10,WHEAT,EXPORT_PACE_SURPRISE,3.8
2023-07-17,WHEAT,EXPORT_PACE_SURPRISE,4.9
2023-07-24,WHEAT,EXPORT_PACE_SURPRISE,4.8
2023-07-31,WHEAT,EXPORT_PACE_SURPRISE,4.9
2023-08-07,WHEAT,EXPORT_PACE_SURPRISE,4.3
2023-08-14,WHEAT,EXPORT_PACE_SURPRISE,3.5
2023-08-21,WHEAT,EXPORT_PACE_SURPRISE,4.9
2023-08-28,WHEAT,EXPORT_PACE_SURPRISE,6.0
2023-09-04,WHEAT,EXPORT_PACE_SURPRISE,7.4
2023-09-11,WHEAT,EXPORT_PACE_SURPRISE,6.4
2023-09-18,WHEAT,EXPORT_PACE_SURPRISE,6.4
2023-09-25,WHEAT,EXPORT_PACE_SURPRISE,5.7
2023-10-02,WHEAT,EXPORT_PACE_SURPRISE,4.8
2023-10-09,WHEAT,EXPORT_PACE_SURPRISE,2.6
2023-10-16,WHEAT,EXPORT_PACE_SURPRISE,3.4
2023-10-23,WHEAT,EXPORT_PACE_SURPRISE,2.0
2023-10-30,WHEAT,EXPORT_PACE_SURPRISE,1.5
2023-11-06,WHEAT,EXPORT_PACE_SURPRISE,1.1
2023-11-13,WHEAT,EXPORT_PACE_SURPRISE,1.9
2023-11-20,WHEAT,EXPORT_PACE_SURPRISE,1.3
2023-11-27,WHEAT,EXPORT_PACE_SURPRISE,0.5
2024-04-01,WHEAT,EXPORT_PACE_SURPRISE,12.9
2024-04-08,WHEAT,EXPORT_PACE_SURPRISE,14.6
2024-04-15,WHEAT,EXPORT_PACE_SURPRISE,15.4
2024-04-22,WHEAT,EXPORT_PACE_SURPRISE,16.8
2024-04-29,WHEAT,EXPORT_PACE_SURPRISE,16.0
2024-05-06,WHEAT,EXPORT_PACE_SURPRISE,15.7
2024-05-13,WHEAT,EXPORT_PACE_SURPRISE,14.6
2024-05-20,WHEAT,EXPORT_PACE_SURPRISE,15.0
2024-05-27,WHEAT,EXPORT_PACE_SURPRISE,14.1
2024-06-03,WHEAT,EXPORT_PACE_SURPRISE,14.0
2024-06-10,WHEAT,EXPORT_PACE_SURPRISE,13.6
2024-06-17,WHEAT,EXPORT_PACE_SURPRISE,13.7
2024-06-24,WHEAT,EXPORT_PACE_SURPRISE,13.7
2024-07-01,WHEAT,EXPORT_PACE_SURPRISE,13.1
2024-07-08,WHEAT,EXPORT_PACE_SURPRISE,12.4
2024-07-15,WHEAT,EXPORT_PACE_SURPRISE,11.8
2024-07-22,WHEAT,EXPORT_PACE_SURPRISE,10.9
2024-07-29,WHEAT,EXPORT_PACE_SURPRISE,11.1
2024-08-05,WHEAT,EXPORT_PACE_SURPRISE,10.1
2024-08-12,WHEAT,EXPORT_PACE_SURPRISE,7.8
2024-08-19,WHEAT,EXPORT_PACE_SURPRISE,8.9
2024-08-26,WHEAT,EXPORT_PACE_SURPRISE,9.8
2024-09-02,WHEAT,EXPORT_PACE_SURPRISE,9.5
