Commodity,Region,Attribute,MarketYear,ReportDate,Value,Unit
Wheat,United States,Ending Stocks,2015/16,2015-07-12,652,million bushels
Wheat,United States,Yield per Harvested Acre,2015/16,2015-08-12,47.5,bu/acre
Wheat,United States,Ending Stocks,2015/16,2015-08-12,671,million bushels
Wheat,United States,Yield per Harvested Acre,2015/16,2015-09-12,47.0,bu/acre
Wheat,United States,Ending Stocks,2015/16,2015-09-12,660,million bushels
Wheat,United States,Yield per Harvested Acre,2016/17,2016-04-09,49.6,bu/acre
Wheat,United States,Ending Stocks,2016/17,2016-04-09,698,million bushels
Wheat,United States,Yield per Harvested Acre,2016/17,2016-05-12,49.5,bu/acre
Wheat,United States,Ending Stocks,2016/17,2016-05-12,611,million bushels
Wheat,United States,Yield per Harvested Acre,2016/17,2016-06-11,48.8,bu/acre
Wheat,United States,Ending Stocks,2016/17,2016-06-11,543,million bushels
Wheat,United States,Yield per Harvested Acre,2016/17,2016-07-12,47.8,bu/acre
Wheat,United States,Ending Stocks,2016/17,2016-07-12,491,million bushels
Wheat,United States,Yield per Harvested Acre,2016/17,2016-08-12,47.9,bu/acre
Wheat,United States,Ending Stocks,2016/17,2016-08-12,476,million bushels
Wheat,United States,Yield per Harvested Acre,2016/17,2016-09-12,47.4,bu/acre
Wheat,United States,Ending Stocks,2016/17,2016-09-12,442,million bushels
Wheat,United States,Yield per Harvested Acre,2017/18,2017-04-09,50.7,bu/acre
Wheat,United States,Ending Stocks,2017/18,2017-04-09,812,million bushels
Wheat,United States,Yield per Harvested Acre,2017/18,2017-05-12,50.3,bu/acre
Wheat,United States,Ending Stocks,2017/18,2017-05-12,782,million bushels
Wheat,United States,Yield per Harvested Acre,2017/18,2017-06-11,50.8,bu/acre
Wheat,United States,Ending Stocks,2017/18,2017-06-11,782,million bushels
Wheat,United States,Yield per Harvested Acre,2017/18,2017-07-12,52.0,bu/acre
Wheat,United States,Ending Stocks,2017/18,2017-07-12,759,million bushels
Wheat,United States,Yield per Harvested Acre,2017/18,2017-08-12,51.9,bu/acre
Wheat,United States,Ending Stocks,2017/18,2017-08-12,697,million bushels
Wheat,United States,Yield per Harvested Acre,2017/18,2017-09-12,51.5,bu/acre
Wheat,United States,Ending Stocks,2017/18,2017-09-12,725,million bushels
Wheat,United States,Yield per Harvested Acre,2018/19,2018-04-09,49.3,bu/acre
Wheat,United States,Ending Stocks,2018/19,2018-04-09,757,million bushels
Wheat,United States,Yield per Harvested Acre,2018/19,2018-05-12,50.1,bu/acre
Wheat,United States,Ending Stocks,2018/19,2018-05-12,727,million bushels
Wheat,United States,Yield per Harvested Acre,2018/19,2018-06-11,50.8,bu/acre
Wheat,United States,Ending Stocks,2018/19,2018-06-11,766,million bushels
Wheat,United States,Yield per Harvested Acre,2018/19,2018-07-12,51.3,bu/acre
Wheat,United States,Ending Stocks,2018/19,2018-07-12,781,million bushels
Wheat,United States,Yield per Harvested Acre,2018/19,2018-08-12,51.7,bu/acre
Wheat,United States,Ending Stocks,2018/19,2018-08-12,772,million bushels
Wheat,United States,Yield per Harvested Acre,2018/19,2018-09-12,52.9,bu/acre
Wheat,United States,Ending Stocks,2018/19,2018-09-12,763,million bushels
Wheat,United States,Yield per Harvested Acre,2019/20,2019-04-09,52.6,bu/acre
Wheat,United States,Ending Stocks,2019/20,2019-04-09,684,million bushels
Wheat,United States,Yield per Harvested Acre,2019/20,2019-05-12,50.0,bu/acre
Wheat,United States,Ending Stocks,2019/20,2019-05-12,644,million bushels
Wheat,United States,Yield per Harvested Acre,2019/20,2019-06-11,48.3,bu/acre
Wheat,United States,Ending Stocks,2019/20,2019-06-11,628,million bushels
Wheat,United States,Yield per Harvested Acre,2019/20,2019-07-12,46.6,bu/acre
Wheat,United States,Ending Stocks,2019/20,2019-07-12,629,million bushels
Wheat,United States,Yield per Harvested Acre,2019/20,2019-08-12,44.2,bu/acre
Wheat,United States,Ending Stocks,2019/20,2019-08-12,605,million bushels
Wheat,United States,Yield per Harvested Acre,2019/20,2019-09-12,41.9,bu/acre
Wheat,United States,Ending Stocks,2019/20,2019-09-12,607,million bushels
Wheat,United States,Yield per Harvested Acre,2020/21,2020-04-09,48.7,bu/acre
Wheat,United States,Ending Stocks,2020/21,2020-04-09,750,million bushels
Wheat,United States,Yield per Harvested Acre,2020/21,2020-05-12,48.2,bu/acre
Wheat,United States,Ending Stocks,2020/21,2020-05-12,726,million bushels
Wheat,United States,Yield per Harvested Acre,2020/21,2020-06-11,47.8,bu/acre
Wheat,United States,Ending Stocks,2020/21,2020-06-11,661,million bushels
Wheat,United States,Yield per Harvested Acre,2020/21,2020-07-12,47.5,bu/acre
Wheat,United States,Ending Stocks,2020/21,2020-07-12,673,million bushels
Wheat,United States,Yield per Harvested Acre,2020/21,2020-08-12,45.7,bu/acre
Wheat,United States,Ending Stocks,2020/21,2020-08-12,662,million bushels
Wheat,United States,Yield per Harvested Acre,2020/21,2020-09-12,44.0,bu/acre
Wheat,United States,Ending Stocks,2020/21,2020-09-12,615,million bushels
Wheat,United States,Yield per Harvested Acre,2021/22,2021-04-09,48.1,bu/acre
Wheat,United States,Ending Stocks,2021/22,2021-04-09,762,million bushels
Wheat,United States,Yield per Harvested Acre,2021/22,2021-05-12,49.6,bu/acre
Wheat,United States,Ending Stocks,2021/22,2021-05-12,791,million bushels
Wheat,United States,Yield per Harvested Acre,2021/22,2021-06-11,51.9,bu/acre
Wheat,United States,Ending Stocks,2021/22,2021-06-11,829,million bushels
Wheat,United States,Yield per Harvested Acre,2021/22,2021-07-12,53.9,bu/acre
Wheat,United States,Ending Stocks,2021/22,2021-07-12,861,million bushels
Wheat,United States,Yield per Harvested Acre,2021/22,2021-08-12,57.0,bu/acre
Wheat,United States,Ending Stocks,2021/22,2021-08-12,897,million bushels
Wheat,United States,Yield per Harvested Acre,2021/22,2021-09-12,59.7,bu/acre
Wheat,United States,Ending Stocks,2021/22,2021-09-12,948,million bushels
Wheat,United States,Yield per Harvested Acre,2022/23,2022-04-09,46.2,bu/acre
Wheat,United States,Ending Stocks,2022/23,2022-04-09,695,million bushels
Wheat,United States,Yield per Harvested Acre,2022/23,2022-05-12,45.8,bu/acre
Wheat,United States,Ending Stocks,2022/23,2022-05-12,748,million bushels
Wheat,United States,Yield per Harvested Acre,2022/23,2022-06-11,44.6,bu/acre
Wheat,United States,Ending Stocks,2022/23,2022-06-11,741,million bushels
Wheat,United States,Yield per Harvested Acre,2022/23,2022-07-12,43.3,bu/acre
Wheat,United States,Ending Stocks,2022/23,2022-07-12,746,million bushels
Wheat,United States,Yield per Harvested Acre,2022/23,2022-08-12,43.6,bu/acre
Wheat,United States,Ending Stocks,2022/23,2022-08-12,773,million bushels
Wheat,United States,Yield per Harvested Acre,2022/23,2022-09-12,43.8,bu/acre
Wheat,United States,Ending Stocks,2022/23,2022-09-12,828,million bushels
Wheat,United States,Yield per Harvested Acre,2023/24,2023-04-09,49.6,bu/acre
Wheat,United States,Ending Stocks,2023/24,2023-04-09,788,million bushels
Wheat,United States,Yield per Harvested Acre,2023/24,2023-05-12,49.8,bu/acre
Wheat,United States,Ending Stocks,2023/24,2023-05-12,757,million bushels
Wheat,United States,Yield per Harvested Acre,2023/24,2023-06-11,50.5,bu/acre
Wheat,United States,Ending Stocks,2023/24,2023-06-11,777,million bushels
Wheat,United States,Yield per Harvested Acre,2023/24,2023-07-12,51.3,bu/acre
Wheat,United States,Ending Stocks,2023/24,2023-07-12,765,million bushels
Wheat,United States,Yield per Harvested Acre,2023/24,2023-08-12,51.6,bu/acre
Wheat,United States,Ending Stocks,2023/24,2023-08-12,747,million bushels
Wheat,United States,Yield per Harvested Acre,2023/24,2023-09-12,53.1,bu/acre
Wheat,United States,Ending Stocks,2023/24,2023-09-12,756,million bushels
Wheat,United States,Yield per Harvested Acre,2024/25,2024-04-09,51.0,bu/acre
Wheat,United States,Ending Stocks,2024/25,2024-04-09,706,million bushels
Wheat,United States,Yield per Harvested Acre,2024/25,2024-05-12,50.7,bu/acre
Wheat,United States,Ending Stocks,2024/25,2024-05-12,607,million bushels
Wheat,United States,Yield per Harvested Acre,2024/25,2024-06-11,51.4,bu/acre
Wheat,United States,Ending Stocks,2024/25,2024-06-11,575,million bushels
Wheat,United States,Yield per Harvested Acre,2024/25,2024-07-12,51.1,bu/acre
Wheat,United States,Ending Stocks,2024/25,2024-07-12,512,million bushels
Wheat,United States,Yield per Harvested Acre,2024/25,2024-08-12,50.9,bu/acre
Wheat,United States,Ending Stocks,2024/25,2024-08-12,531,million bushels
Wheat,United States,Yield per Harvested Acre,2024/25,2024-09-12,49.8,bu/acre
Wheat,United States,Ending Stocks,2024/25,2024-09-12,477,million bushels
