week_ending,commodity,metric,value
2015-10-05,SOYBEANS,EXPORT_PACE_SURPRISE,-6.2
2015-10-12,SOYBEANS,EXPORT_PACE_SURPRISE,-4.6
2015-10-19,SOYBEANS,EXPORT_PACE_SURPRISE,-4.5
2015-10-26,SOYBEANS,EXPORT_PACE_SURPRISE,-7.2
2015-11-02,SOYBEANS,EXPORT_PACE_SURPRISE,-9.2
2015-11-09,SOYBEANS,EXPORT_PACE_SURPRISE,-8.4
2015-11-16,SOYBEANS,EXPORT_PACE_SURPRISE,-10.1
2015-11-23,SOYBEANS,EXPORT_PACE_SURPRISE,-9.4
2015-11-30,SOYBEANS,EXPORT_PACE_SURPRISE,-10.0
2016-06-06,SOYBEANS,EXPORT_PACE_SURPRISE,1.7
2016-06-13,SOYBEANS,EXPORT_PACE_SURPRISE,1.1
2016-06-20,SOYBEANS,EXPORT_PACE_SURPRISE,0.8
2016-06-27,SOYBEANS,EXPORT_PACE_SURPRISE,0.4
2016-07-04,SOYBEANS,EXPORT_PACE_SURPRISE,-0.6
2016-07-11,SOYBEANS,EXPORT_PACE_SURPRISE,-0.5
2016-07-18,SOYBEANS,EXPORT_PACE_SURPRISE,-0.3
2016-07-25,SOYBEANS,EXPORT_PACE_SURPRISE,0.4
2016-08-01,SOYBEANS,EXPORT_PACE_SURPRISE,1.2
2016-08-08,SOYBEANS,EXPORT_PACE_SURPRISE,1.0
2016-08-15,SOYBEANS,EXPORT_PACE_SURPRISE,2.0
2016-08-22,SOYBEANS,EXPORT_PACE_SURPRISE,4.0
2016-08-29,SOYBEANS,EXPORT_PACE_SURPRISE,3.3
2016-09-05,SOYBEANS,EXPORT_PACE_SURPRISE,2.1
2016-09-12,SOYBEANS,EXPORT_PACE_SURPRISE,2.8
2016-09-19,SOYBEANS,EXPORT_PACE_SURPRISE,2.9
2016-09-26,SOYBEANS,EXPORT_PACE_SURPRISE,3.1
2016-10-03,SOYBEANS,EXPORT_PACE_SURPRISE,2.1
2016-10-10,SOYBEANS,EXPORT_PACE_SURPRISE,-0.1
2016-10-17,SOYBEANS,EXPORT_PACE_SURPRISE,1.6
2016-10-24,SOYBEANS,EXPORT_PACE_SURPRISE,2.0
2016-10-31,SOYBEANS,EXPORT_PACE_SURPRISE,1.7
2016-11-07,SOYBEANS,EXPORT_PACE_SURPRISE,1.6
2016-11-14,SOYBEANS,EXPORT_PACE_SURPRISE,2.4
2016-11-21,SOYBEANS,EXPORT_PACE_SURPRISE,4.2
2016-11-28,SOYBEANS,EXPORT_PACE_SURPRISE,4.9
2017-06-05,SOYBEANS,EXPORT_PACE_SURPRISE,-1.3
2017-06-12,SOYBEANS,EXPORT_PACE_SURPRISE,0.2
2017-06-19,SOYBEANS,EXPORT_PACE_SURPRISE,0.3
2017-06-26,SOYBEANS,EXPORT_PACE_SURPRISE,-0.6
2017-07-03,SOYBEANS,EXPORT_PACE_SURPRISE,-0.9
2017-07-10,SOYBEANS,EXPORT_PACE_SURPRISE,-1.6
2017-07-17,SOYBEANS,EXPORT_PACE_SURPRISE,-2.0
2017-07-24,SOYBEANS,EXPORT_PACE_SURPRISE,-3.4
2017-07-31,SOYBEANS,EXPORT_PACE_SURPRISE,-4.0
2017-08-07,SOYBEANS,EXPORT_PACE_SURPRISE,-4.7
2017-08-14,SOYBEANS,EXPORT_PACE_SURPRISE,-5.9
2017-08-21,SOYBEANS,EXPORT_PACE_SURPRISE,-4.3
2017-08-28,SOYBEANS,EXPORT_PACE_SURPRISE,-3.1
2017-09-04,SOYBEANS,EXPORT_PACE_SURPRISE,-3.6
2017-09-11,SOYBEANS,EXPORT_PACE_SURPRISE,-4.7
2017-09-18,SOYBEANS,EXPORT_PACE_SURPRISE,-1.5
2017-09-25,SOYBEANS,EXPORT_PACE_SURPRISE,-2.1
2017-10-02,SOYBEANS,EXPORT_PACE_SURPRISE,-2.0
2017-10-09,SOYBEANS,EXPORT_PACE_SURPRISE,-1.6
2017-10-16,SOYBEANS,EXPORT_PACE_SURPRISE,-0.8
2017-10-23,SOYBEANS,EXPORT_PACE_SURPRISE,-2.8
2017-10-30,SOYBEANS,EXPORT_PACE_SURPRISE,-2.6
2017-11-06,SOYBEANS,EXPORT_PACE_SURPRISE,-2.8
2017-11-13,SOYBEANS,EXPORT_PACE_SURPRISE,-3.1
2017-11-20,SOYBEANS,EXPORT_PACE_SURPRISE,-2.1
2017-11-27,SOYBEANS,EXPORT_PACE_SURPRISE,-1.2
2018-06-04,SOYBEANS,EXPORT_PACE_SURPRISE,-0.3
2018-06-11,SOYBEANS,EXPORT_PACE_SURPRISE,1.1
2018-06-18,SOYBEANS,EXPORT_PACE_SURPRISE,1.6
2018-06-25,SOYBEANS,EXPORT_PACE_SURPRISE,1.5
2018-07-02,SOYBEANS,EXPORT_PACE_SURPRISE,1.8
2018-07-09,SOYBEANS,EXPORT_PACE_SURPRISE,2.3
2018-07-16,SOYBEANS,EXPORT_PACE_SURPRISE,1.7
2018-07-23,SOYBEANS,EXPORT_PACE_SURPRISE,1.4
2018-07-30,SOYBEANS,EXPORT_PACE_SURPRISE,0.7
2018-08-06,SOYBEANS,EXPORT_PACE_SURPRISE,0.1
2018-08-13,SOYBEANS,EXPORT_PACE_SURPRISE,-1.1
2018-08-20,SOYBEANS,EXPORT_PACE_SURPRISE,-1.8
2018-08-27,SOYBEANS,EXPORT_PACE_SURPRISE,-1.7
2018-09-03,SOYBEANS,EXPORT_PACE_SURPRISE,-2.2
2018-09-10,SOYBEANS,EXPORT_PACE_SURPRISE,-3.5
2018-09-17,SOYBEANS,EXPORT_PACE_SURPRISE,-3.4
2018-09-24,SOYBEANS,EXPORT_PACE_SURPRISE,-3.1
2018-10-01,SOYBEANS,EXPORT_PACE_SURPRISE,-4.3
2018-10-08,SOYBEANS,EXPORT_PACE_SURPRISE,-4.8
2018-10-15,SOYBEANS,EXPORT_PACE_SURPRISE,-5.1
2018-10-22,SOYBEANS,EXPORT_PACE_SURPRISE,-4.0
2018-10-29,SOYBEANS,EXPORT_PACE_SURPRISE,-4.4
2018-11-05,SOYBEANS,EXPORT_PACE_SURPRISE,-3.4
2018-11-12,SOYBEANS,EXPORT_PACE_SURPRISE,-3.5
2018-11-19,SOYBEANS,EXPORT_PACE_SURPRISE,-3.6
2018-11-26,SOYBEANS,EXPORT_PACE_SURPRISE,-2.2
2019-06-03,SOYBEANS,EXPORT_PACE_SURPRISE,-3.8
2019-06-10,SOYBEANS,EXPORT_PACE_SURPRISE,-5.0
2019-06-17,SOYBEANS,EXPORT_PACE_SURPRISE,-4.0
2019-06-24,SOYBEANS,EXPORT_PACE_SURPRISE,-1.9
2019-07-01,SOYBEANS,EXPORT_PACE_SURPRISE,-3.2
2019-07-08,SOYBEANS,EXPORT_PACE_SURPRISE,-2.0
2019-07-15,SOYBEANS,EXPORT_PACE_SURPRISE,-1.6
2019-07-22,SOYBEANS,EXPORT_PACE_SURPRISE,-0.2
2019-07-29,SOYBEANS,EXPORT_PACE_SURPRISE,-0.8
2019-08-05,SOYBEANS,EXPORT_PACE_SURPRISE,-1.0
2019-08-12,SOYBEANS,EXPORT_PACE_SURPRISE,-3.5
2019-08-19,SOYBEANS,EXPORT_PACE_SURPRISE,-3.0
2019-08-26,SOYBEANS,EXPORT_PACE_SURPRISE,-4.0
2019-09-02,SOYBEANS,EXPORT_PACE_SURPRISE,-5.0
2019-09-09,SOYBEANS,EXPORT_PACE_SURPRISE,-4.6
2019-09-16,SOYBEANS,EXPORT_PACE_SURPRISE,-6.1
2019-09-23,SOYBEANS,EXPORT_PACE_SURPRISE,-6.5
2019-09-30,SOYBEANS,EXPORT_PACE_SURPRISE,-8.1
2019-10-07,SOYBEANS,EXPORT_PACE_SURPRISE,-9.0
2019-10-14,SOYBEANS,EXPORT_PACE_SURPRISE,-8.7
2019-10-21,SOYBEANS,EXPORT_PACE_SURPRISE,-9.1
2019-10-28,SOYBEANS,EXPORT_PACE_SURPRISE,-8.4
2019-11-04,SOYBEANS,EXPORT_PACE_SURPRISE,-8.6
2019-11-11,SOYBEANS,EXPORT_PACE_SURPRISE,-7.5
2019-11-18,SOYBEANS,EXPORT_PACE_SURPRISE,-9.0
2019-11-25,SOYBEANS,EXPORT_PACE_SURPRISE,-7.7
2020-06-01,SOYBEANS,EXPORT_PACE_SURPRISE,1.9
2020-06-08,SOYBEANS,EXPORT_PACE_SURPRISE,2.1
2020-06-15,SOYBEANS,EXPORT_PACE_SURPRISE,3.3
2020-06-22,SOYBEANS,EXPORT_PACE_SURPRISE,4.1
2020-06-29,SOYBEANS,EXPORT_PACE_SURPRISE,4.4
2020-07-06,SOYBEANS,EXPORT_PACE_SURPRISE,3.2
2020-07-13,SOYBEANS,EXPORT_PACE_SURPRISE,2.0
2020-07-20,SOYBEANS,EXPORT_PACE_SURPRISE,-0.8
2020-07-27,SOYBEANS,EXPORT_PACE_SURPRISE,-0.9
2020-08-03,SOYBEANS,EXPORT_PACE_SURPRISE,0.0
2020-08-10,SOYBEANS,EXPORT_PACE_SURPRISE,-0.2
2020-08-17,SOYBEANS,EXPORT_PACE_SURPRISE,-0.9
2020-08-24,SOYBEANS,EXPORT_PACE_SURPRISE,-1.4
2020-08-31,SOYBEANS,EXPORT_PACE_SURPRISE,-3.1
2020-09-07,SOYBEANS,EXPORT_PACE_SURPRISE,-4.4
2020-09-14,SOYBEANS,EXPORT_PACE_SURPRISE,-3.8
2020-09-21,SOYBEANS,EXPORT_PACE_SURPRISE,-2.5
2020-09-28,SOYBEANS,EXPORT_PACE_SURPRISE,-1.3
2020-10-05,SOYBEANS,EXPORT_PACE_SURPRISE,-3.0
2020-10-12,SOYBEANS,EXPORT_PACE_SURPRISE,-1.8
2020-10-19,SOYBEANS,EXPORT_PACE_SURPRISE,-0.6
2020-10-26,SOYBEANS,EXPORT_PACE_SURPRISE,-2.3
2020-11-02,SOYBEANS,EXPORT_PACE_SURPRISE,-2.0
2020-11-09,SOYBEANS,EXPORT_PACE_SURPRISE,-2.7
2020-11-16,SOYBEANS,EXPORT_PACE_SURPRISE,-2.4
2020-11-23,SOYBEANS,EXPORT_PACE_SURPRISE,-1.3
2020-11-30,SOYBEANS,EXPORT_PACE_SURPRISE,-2.8
2021-06-07,SOYBEANS,EXPORT_PACE_SURPRISE,1.6
2021-06-14,SOYBEANS,EXPORT_PACE_SURPRISE,0.1
2021-06-21,SOYBEANS,EXPORT_PACE_SURPRISE,-0.2
2021-06-28,SOYBEANS,EXPORT_PACE_SURPRISE,1.8
2021-07-05,SOYBEANS,EXPORT_PACE_SURPRISE,2.6
2021-07-12,SOYBEANS,EXPORT_PACE_SURPRISE,4.0
2021-07-19,SOYBEANS,EXPORT_PACE_SURPRISE,2.6
2021-07-26,SOYBEANS,EXPORT_PACE_SURPRISE,1.7
2021-08-02,SOYBEANS,EXPORT_PACE_SURPRISE,1.0
2021-08-09,SOYBEANS,EXPORT_PACE_SURPRISE,1.3
2021-08-16,SOYBEANS,EXPORT_PACE_SURPRISE,0.0
2021-08-23,SOYBEANS,EXPORT_PACE_SURPRISE,-0.9
2021-08-30,SOYBEANS,EXPORT_PACE_SURPRISE,-0.1
2021-09-06,SOYBEANS,EXPORT_PACE_SURPRISE,-1.2
2021-09-13,SOYBEANS,EXPORT_PACE_SURPRISE,-1.2
2021-09-20,SOYBEANS,EXPORT_PACE_SURPRISE,-1.8
2021-09-27,SOYBEANS,EXPORT_PACE_SURPRISE,-2.8
2021-10-04,SOYBEANS,EXPORT_PACE_SURPRISE,-2.3
2021-10-11,SOYBEANS,EXPORT_PACE_SURPRISE,-0.1
2021-10-18,SOYBEANS,EXPORT_PACE_SURPRISE,0.3
2021-10-25,SOYBEANS,EXPORT_PACE_SURPRISE,0.9
2021-11-01,SOYBEANS,EXPORT_PACE_SURPRISE,1.7
2021-11-08,SOYBEANS,EXPORT_PACE_SURPRISE,2.3
2021-11-15,SOYBEANS,EXPORT_PACE_SURPRISE,0.8
2021-11-22,SOYBEANS,EXPORT_PACE_SURPRISE,2.4
2021-11-29,SOYBEANS,EXPORT_PACE_SURPRISE,2.7
2022-06-06,SOYBEANS,EXPORT_PACE_SURPRISE,8.6
2022-06-13,SOYBEANS,EXPORT_PACE_SURPRISE,9.2
2022-06-20,SOYBEANS,EXPORT_PACE_SURPRISE,9.8
2022-06-27,SOYBEANS,EXPORT_PACE_SURPRISE,10.2
2022-07-04,SOYBEANS,EXPORT_PACE_SURPRISE,10.5
2022-07-11,SOYBEANS,EXPORT_PACE_SURPRISE,11.6
2022-07-18,SOYBEANS,EXPORT_PACE_SURPRISE,10.4
2022-07-25,SOYBEANS,EXPORT_PACE_SURPRISE,8.6
2022-08-01,SOYBEANS,EXPORT_PACE_SURPRISE,8.7
2022-08-08,SOYBEANS,EXPORT_PACE_SURPRISE,7.5
2022-08-15,SOYBEANS,EXPORT_PACE_SURPRISE,7.1
2022-08-22,SOYBEANS,EXPORT_PACE_SURPRISE,6.9
2022-08-29,SOYBEANS,EXPORT_PACE_SURPRISE,7.6
2022-09-05,SOYBEANS,EXPORT_PACE_SURPRISE,8.2
2022-09-12,SOYBEANS,EXPORT_PACE_SURPRISE,9.8
2022-09-19,SOYBEANS,EXPORT_PACE_SURPRISE,9.9
2022-09-26,SOYBEANS,EXPORT_PACE_SURPRISE,10.0
2022-10-03,SOYBEANS,EXPORT_PACE_SURPRISE,12.0
2022-10-10,SOYBEANS,EXPORT_PACE_SURPRISE,12.2
2022-10-17,SOYBEANS,EXPORT_PACE_SURPRISE,11.7
2022-10-24,SOYBEANS,EXPORT_PACE_SURPRISE,10.5
2022-10-31,SOYBEANS,EXPORT_PACE_SURPRISE,11.4
2022-11-07,SOYBEANS,EXPORT_PACE_SURPRISE,12.0
2022-11-14,SOYBEANS,EXPORT_PACE_SURPRISE,11.0
2022-11-21,SOYBEANS,EXPORT_PACE_SURPRISE,11.1
2022-11-28,SOYBEANS,EXPORT_PACE_SURPRISE,10.0
2023-06-05,SOYBEANS,EXPORT_PACE_SURPRISE,0.1
2023-06-12,SOYBEANS,EXPORT_PACE_SURPRISE,0.7
2023-06-19,SOYBEANS,EXPORT_PACE_SURPRISE,1.1
2023-06-26,SOYBEANS,EXPORT_PACE_SURPRISE,0.8
2023-07-03,SOYBEANS,EXPORT_PACE_SURPRISE,0.3
2023-07-10,SOYBEANS,EXPORT_PACE_SURPRISE,1.4
2023-07-17,SOYBEANS,EXPORT_PACE_SURPRISE,2.6
2023-07-24,SOYBEANS,EXPORT_PACE_SURPRISE,5.1
2023-07-31,SOYBEANS,EXPORT_PACE_SURPRISE,3.0
2023-08-07,SOYBEANS,EXPORT_PACE_SURPRISE,1.1
2023-08-14,SOYBEANS,EXPORT_PACE_SURPRISE,0.4
2023-08-21,SOYBEANS,EXPORT_PACE_SURPRISE,0.9
2023-08-28,SOYBEANS,EXPORT_PACE_SURPRISE,0.9
2023-09-04,SOYBEANS,EXPORT_PACE_SURPRISE,0.2
2023-09-11,SOYBEANS,EXPORT_PACE_SURPRISE,0.2
2023-09-18,SOYBEANS,EXPORT_PACE_SURPRISE,-0.3
2023-09-25,SOYBEANS,EXPORT_PACE_SURPRISE,-0.4
2023-10-02,SOYBEANS,EXPORT_PACE_SURPRISE,0.8
2023-10-09,SOYBEANS,EXPORT_PACE_SURPRISE,1.4
2023-10-16,SOYBEANS,EXPORT_PACE_SURPRISE,2.3
2023-10-23,SOYBEANS,EXPORT_PACE_SURPRISE,2.3
2023-10-30,SOYBEANS,EXPORT_PACE_SURPRISE,4.9
2023-11-06,SOYBEANS,EXPORT_PACE_SURPRISE,5.4
2023-11-13,SOYBEANS,EXPORT_PACE_SURPRISE,7.1
2023-11-20,SOYBEANS,EXPORT_PACE_SURPRISE,7.3
2023-11-27,SOYBEANS,EXPORT_PACE_SURPRISE,7.2
2024-06-03,SOYBEANS,EXPORT_PACE_SURPRISE,8.0
2024-06-10,SOYBEANS,EXPORT_PACE_SURPRISE,7.5
2024-06-17,SOYBEANS,EXPORT_PACE_SURPRISE,7.8
2024-06-24,SOYBEANS,EXPORT_PACE_SURPRISE,7.9
2024-07-01,SOYBEANS,EXPORT_PACE_SURPRISE,8.2
2024-07-08,SOYBEANS,EXPORT_PACE_SURPRISE,7.7
2024-07-15,SOYBEANS,EXPORT_PACE_SURPRISE,8.1
2024-07-22,SOYBEANS,EXPORT_PACE_SURPRISE,7.0
2024-07-29,SOYBEANS,EXPORT_PACE_SURPRISE,6.7
2024-08-05,SOYBEANS,EXPORT_PACE_SURPRISE,6.0
2024-08-12,SOYBEANS,EXPORT_PACE_SURPRISE,7.7
2024-08-19,SOYBEANS,EXPORT_PACE_SURPRISE,8.5
2024-08-26,SOYBEANS,EXPORT_PACE_SURPRISE,7.0
2024-09-02,SOYBEANS,EXPORT_PACE_SURPRISE,7.1
2024-09-09,SOYBEANS,EXPORT_PACE_SURPRISE,7.1
2024-09-16,SOYBEANS,EXPORT_PACE_SURPRISE,7.6
2024-09-23,SOYBEANS,EXPORT_PACE_SURPRISE,9.1
2024-09-30,SOYBEANS,EXPORT_PACE_SURPRISE,8.7
2024-10-07,SOYBEANS,EXPORT_PACE_SURPRISE,8.4
2024-10-14,SOYBEANS,EXPORT_PACE_SURPRISE,8.4
2024-10-21,SOYBEANS,EXPORT_PACE_SURPRISE,9.8
2024-10-28,SOYBEANS,EXPORT_PACE_SURPRISE,10.9
2024-11-04,SOYBEANS,EXPORT_PACE_SURPRISE,10.4
2024-11-11,SOYBEANS,EXPORT_PACE_SURPRISE,11.2
2024-11-18,SOYBEANS,EXPORT_PACE_SURPRISE,11.6
2024-11-25,SOYBEANS,EXPORT_PACE_SURPRISE,12.1
