Commodity,Region,Attribute,MarketYear,ReportDate,Value,Unit
Corn,United States,Ending Stocks,2023/24,2023-08-12,1646,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-09-12,174.8,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-09-12,1704,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-10-11,175.6,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-10-11,1723,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-11-09,176.0,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-11-09,1738,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-07-12,174.1,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-07-12,1671,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-08-12,173.8,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-08-12,1589,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-09-12,173.8,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-09-12,1567,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-10-11,173.9,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-10-11,1537,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-11-09,174.2,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-11-09,1520,million bushels
