Commodity,Region,Attribute,MarketYear,ReportDate,Value,Unit
Corn,United States,Yield per Harvested Acre,2018/19,2018-10-11,166.8,bu/acre
Corn,United States,Ending Stocks,2018/19,2018-10-11,2104,million bushels
Corn,United States,Yield per Harvested Acre,2018/19,2018-11-09,170.4,bu/acre
Corn,United States,Ending Stocks,2018/19,2018-11-09,2295,million bushels
Corn,United States,Yield per Harvested Acre,2019/20,2019-07-12,163.4,bu/acre
Corn,United States,Ending Stocks,2019/20,2019-07-12,1654,million bushels
Corn,United States,Yield per Harvested Acre,2019/20,2019-08-12,163.2,bu/acre
Corn,United States,Ending Stocks,2019/20,2019-08-12,1708,million bushels
Corn,United States,Yield per Harvested Acre,2019/20,2019-09-12,162.3,bu/acre
Corn,United States,Ending Stocks,2019/20,2019-09-12,1674,million bushels
Corn,United States,Yield per Harvested Acre,2019/20,2019-10-11,160.1,bu/acre
Corn,United States,Ending Stocks,2019/20,2019-10-11,1605,million bushels
Corn,United States,Yield per Harvested Acre,2019/20,2019-11-09,159.9,bu/acre
Corn,United States,Ending Stocks,2019/20,2019-11-09,1627,million bushels
Corn,United States,Yield per Harvested Acre,2020/21,2020-07-12,167.0,bu/acre
Corn,United States,Ending Stocks,2020/21,2020-07-12,2042,million bushels
Corn,United States,Yield per Harvested Acre,2020/21,2020-08-12,164.2,bu/acre
Corn,United States,Ending Stocks,2020/21,2020-08-12,1884,million bushels
Corn,United States,Yield per Harvested Acre,2020/21,2020-09-12,161.2,bu/acre
Corn,United States,Ending Stocks,2020/21,2020-09-12,1699,million bushels
Corn,United States,Yield per Harvested Acre,2020/21,2020-10-11,159.2,bu/acre
Corn,United States,Ending Stocks,2020/21,2020-10-11,1579,million bushels
Corn,United States,Yield per Harvested Acre,2020/21,2020-11-09,156.4,bu/acre
Corn,United States,Ending Stocks,2020/21,2020-11-09,1418,million bushels
Corn,United States,Yield per Harvested Acre,2021/22,2021-07-12,168.3,bu/acre
Corn,United States,Ending Stocks,2021/22,2021-07-12,1827,million bushels
Corn,United States,Yield per Harvested Acre,2021/22,2021-08-12,166.9,bu/acre
Corn,United States,Ending Stocks,2021/22,2021-08-12,1775,million bushels
Corn,United States,Yield per Harvested Acre,2021/22,2021-09-12,165.1,bu/acre
Corn,United States,Ending Stocks,2021/22,2021-09-12,1676,million bushels
Corn,United States,Yield per Harvested Acre,2021/22,2021-10-11,164.1,bu/acre
Corn,United States,Ending Stocks,2021/22,2021-10-11,1615,million bushels
Corn,United States,Yield per Harvested Acre,2021/22,2021-11-09,162.5,bu/acre
Corn,United States,Ending Stocks,2021/22,2021-11-09,1541,million bushels
Corn,United States,Yield per Harvested Acre,2022/23,2022-07-12,171.9,bu/acre
Corn,United States,Ending Stocks,2022/23,2022-07-12,1506,million bushels
Corn,United States,Yield per Harvested Acre,2022/23,2022-08-12,173.9,bu/acre
Corn,United States,Ending Stocks,2022/23,2022-08-12,1591,million bushels
Corn,United States,Yield per Harvested Acre,2022/23,2022-09-12,177.0,bu/acre
Corn,United States,Ending Stocks,2022/23,2022-09-12,1746,million bushels
Corn,United States,Yield per Harvested Acre,2022/23,2022-10-11,178.6,bu/acre
Corn,United States,Ending Stocks,2022/23,2022-10-11,1810,million bushels
Corn,United States,Yield per Harvested Acre,2022/23,2022-11-09,180.8,bu/acre
Corn,United States,Ending Stocks,2022/23,2022-11-09,1893,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-07-12,173.1,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-07-12,1637,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-08-12,174.6,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-08-12,1692,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-09-12,175.9,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-09-12,1756,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-10-11,176.5,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-10-11,1778,million bushels
Corn,United States,Yield per Harvested Acre,2023/24,2023-11-09,177.0,bu/acre
Corn,United States,Ending Stocks,2023/24,2023-11-09,1806,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-07-12,174.1,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-07-12,1666,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-08-12,173.4,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-08-12,1543,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-09-12,172.3,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-09-12,1414,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-10-11,171.9,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-10-11,1318,million bushels
Corn,United States,Yield per Harvested Acre,2024/25,2024-11-09,172.1,bu/acre
Corn,United States,Ending Stocks,2024/25,2024-11-09,1276,million bushels
