week_ending,commodity,metric,value
2017-09-11,CORN,EXPORT_PACE_SURPRISE,5.3
2017-09-18,CORN,EXPORT_PACE_SURPRISE,5.6
2017-09-25,CORN,EXPORT_PACE_SURPRISE,7.2
2017-10-02,CORN,EXPORT_PACE_SURPRISE,7.0
2017-10-09,CORN,EXPORT_PACE_SURPRISE,6.3
2017-10-16,CORN,EXPORT_PACE_SURPRISE,4.5
2017-10-23,CORN,EXPORT_PACE_SURPRISE,5.6
2017-10-30,CORN,EXPORT_PACE_SURPRISE,5.7
2017-11-06,CORN,EXPORT_PACE_SURPRISE,5.3
2017-11-13,CORN,EXPORT_PACE_SURPRISE,8.2
2017-11-20,CORN,EXPORT_PACE_SURPRISE,8.4
2017-11-27,CORN,EXPORT_PACE_SURPRISE,7.0
2018-06-04,CORN,EXPORT_PACE_SURPRISE,5.1
2018-06-11,CORN,EXPORT_PACE_SURPRISE,4.3
2018-06-18,CORN,EXPORT_PACE_SURPRISE,4.3
2018-06-25,CORN,EXPORT_PACE_SURPRISE,4.2
2018-07-02,CORN,EXPORT_PACE_SURPRISE,1.5
2018-07-09,CORN,EXPORT_PACE_SURPRISE,1.4
2018-07-16,CORN,EXPORT_PACE_SURPRISE,3.0
2018-07-23,CORN,EXPORT_PACE_SURPRISE,2.8
2018-07-30,CORN,EXPORT_PACE_SURPRISE,3.4
2018-08-06,CORN,EXPORT_PACE_SURPRISE,2.9
2018-08-13,CORN,EXPORT_PACE_SURPRISE,4.7
2018-08-20,CORN,EXPORT_PACE_SURPRISE,3.8
2018-08-27,CORN,EXPORT_PACE_SURPRISE,4.7
2018-09-03,CORN,EXPORT_PACE_SURPRISE,5.1
2018-09-10,CORN,EXPORT_PACE_SURPRISE,6.6
2018-09-17,CORN,EXPORT_PACE_SURPRISE,6.8
2018-09-24,CORN,EXPORT_PACE_SURPRISE,6.9
2018-10-01,CORN,EXPORT_PACE_SURPRISE,7.5
2018-10-08,CORN,EXPORT_PACE_SURPRISE,7.4
2018-10-15,CORN,EXPORT_PACE_SURPRISE,7.6
2018-10-22,CORN,EXPORT_PACE_SURPRISE,8.0
2018-10-29,CORN,EXPORT_PACE_SURPRISE,8.2
2018-11-05,CORN,EXPORT_PACE_SURPRISE,7.8
2018-11-12,CORN,EXPORT_PACE_SURPRISE,7.5
2018-11-19,CORN,EXPORT_PACE_SURPRISE,7.6
2018-11-26,CORN,EXPORT_PACE_SURPRISE,7.0
2019-06-03,CORN,EXPORT_PACE_SURPRISE,-1.4
2019-06-10,CORN,EXPORT_PACE_SURPRISE,-2.7
2019-06-17,CORN,EXPORT_PACE_SURPRISE,-3.0
2019-06-24,CORN,EXPORT_PACE_SURPRISE,-3.4
2019-07-01,CORN,EXPORT_PACE_SURPRISE,-4.1
2019-07-08,CORN,EXPORT_PACE_SURPRISE,-3.7
2019-07-15,CORN,EXPORT_PACE_SURPRISE,-4.5
2019-07-22,CORN,EXPORT_PACE_SURPRISE,-3.8
2019-07-29,CORN,EXPORT_PACE_SURPRISE,-3.0
2019-08-05,CORN,EXPORT_PACE_SURPRISE,-4.5
2019-08-12,CORN,EXPORT_PACE_SURPRISE,-5.0
2019-08-19,CORN,EXPORT_PACE_SURPRISE,-5.4
2019-08-26,CORN,EXPORT_PACE_SURPRISE,-6.4
2019-09-02,CORN,EXPORT_PACE_SURPRISE,-5.9
2019-09-09,CORN,EXPORT_PACE_SURPRISE,-6.5
2019-09-16,CORN,EXPORT_PACE_SURPRISE,-8.5
2019-09-23,CORN,EXPORT_PACE_SURPRISE,-8.4
2019-09-30,CORN,EXPORT_PACE_SURPRISE,-8.1
2019-10-07,CORN,EXPORT_PACE_SURPRISE,-8.7
2019-10-14,CORN,EXPORT_PACE_SURPRISE,-10.0
2019-10-21,CORN,EXPORT_PACE_SURPRISE,-10.5
2019-10-28,CORN,EXPORT_PACE_SURPRISE,-8.5
2019-11-04,CORN,EXPORT_PACE_SURPRISE,-7.5
2019-11-11,CORN,EXPORT_PACE_SURPRISE,-8.8
2019-11-18,CORN,EXPORT_PACE_SURPRISE,-10.3
2019-11-25,CORN,EXPORT_PACE_SURPRISE,-10.1
2020-06-01,CORN,EXPORT_PACE_SURPRISE,-2.4
2020-06-08,CORN,EXPORT_PACE_SURPRISE,-2.3
2020-06-15,CORN,EXPORT_PACE_SURPRISE,-1.7
2020-06-22,CORN,EXPORT_PACE_SURPRISE,-3.2
2020-06-29,CORN,EXPORT_PACE_SURPRISE,-5.3
2020-07-06,CORN,EXPORT_PACE_SURPRISE,-5.3
2020-07-13,CORN,EXPORT_PACE_SURPRISE,-4.7
2020-07-20,CORN,EXPORT_PACE_SURPRISE,-5.3
2020-07-27,CORN,EXPORT_PACE_SURPRISE,-6.7
2020-08-03,CORN,EXPORT_PACE_SURPRISE,-5.7
2020-08-10,CORN,EXPORT_PACE_SURPRISE,-5.7
2020-08-17,CORN,EXPORT_PACE_SURPRISE,-6.5
2020-08-24,CORN,EXPORT_PACE_SURPRISE,-4.6
2020-08-31,CORN,EXPORT_PACE_SURPRISE,-2.6
2020-09-07,CORN,EXPORT_PACE_SURPRISE,-3.2
2020-09-14,CORN,EXPORT_PACE_SURPRISE,-4.6
2020-09-21,CORN,EXPORT_PACE_SURPRISE,-3.8
2020-09-28,CORN,EXPORT_PACE_SURPRISE,-3.8
2020-10-05,CORN,EXPORT_PACE_SURPRISE,-6.8
2020-10-12,CORN,EXPORT_PACE_SURPRISE,-8.0
2020-10-19,CORN,EXPORT_PACE_SURPRISE,-7.7
2020-10-26,CORN,EXPORT_PACE_SURPRISE,-8.0
2020-11-02,CORN,EXPORT_PACE_SURPRISE,-7.3
2020-11-09,CORN,EXPORT_PACE_SURPRISE,-5.6
2020-11-16,CORN,EXPORT_PACE_SURPRISE,-5.3
2020-11-23,CORN,EXPORT_PACE_SURPRISE,-6.0
2020-11-30,CORN,EXPORT_PACE_SURPRISE,-5.3
2021-06-07,CORN,EXPORT_PACE_SURPRISE,-2.6
2021-06-14,CORN,EXPORT_PACE_SURPRISE,-1.2
2021-06-21,CORN,EXPORT_PACE_SURPRISE,-1.0
2021-06-28,CORN,EXPORT_PACE_SURPRISE,-1.2
2021-07-05,CORN,EXPORT_PACE_SURPRISE,-1.9
2021-07-12,CORN,EXPORT_PACE_SURPRISE,-4.0
2021-07-19,CORN,EXPORT_PACE_SURPRISE,-3.5
2021-07-26,CORN,EXPORT_PACE_SURPRISE,-2.2
2021-08-02,CORN,EXPORT_PACE_SURPRISE,-2.1
2021-08-09,CORN,EXPORT_PACE_SURPRISE,-1.8
2021-08-16,CORN,EXPORT_PACE_SURPRISE,-3.4
2021-08-23,CORN,EXPORT_PACE_SURPRISE,-1.2
2021-08-30,CORN,EXPORT_PACE_SURPRISE,-1.2
2021-09-06,CORN,EXPORT_PACE_SURPRISE,-1.5
2021-09-13,CORN,EXPORT_PACE_SURPRISE,-3.7
2021-09-20,CORN,EXPORT_PACE_SURPRISE,-3.5
2021-09-27,CORN,EXPORT_PACE_SURPRISE,-4.8
2021-10-04,CORN,EXPORT_PACE_SURPRISE,-3.8
2021-10-11,CORN,EXPORT_PACE_SURPRISE,-4.5
2021-10-18,CORN,EXPORT_PACE_SURPRISE,-5.8
2021-10-25,CORN,EXPORT_PACE_SURPRISE,-6.8
2021-11-01,CORN,EXPORT_PACE_SURPRISE,-8.2
2021-11-08,CORN,EXPORT_PACE_SURPRISE,-7.4
2021-11-15,CORN,EXPORT_PACE_SURPRISE,-7.3
2021-11-22,CORN,EXPORT_PACE_SURPRISE,-6.0
2021-11-29,CORN,EXPORT_PACE_SURPRISE,-5.7
2022-06-06,CORN,EXPORT_PACE_SURPRISE,9.4
2022-06-13,CORN,EXPORT_PACE_SURPRISE,8.4
2022-06-20,CORN,EXPORT_PACE_SURPRISE,8.8
2022-06-27,CORN,EXPORT_PACE_SURPRISE,8.6
2022-07-04,CORN,EXPORT_PACE_SURPRISE,8.1
2022-07-11,CORN,EXPORT_PACE_SURPRISE,8.1
2022-07-18,CORN,EXPORT_PACE_SURPRISE,6.8
2022-07-25,CORN,EXPORT_PACE_SURPRISE,7.0
2022-08-01,CORN,EXPORT_PACE_SURPRISE,8.3
2022-08-08,CORN,EXPORT_PACE_SURPRISE,10.3
2022-08-15,CORN,EXPORT_PACE_SURPRISE,11.4
2022-08-22,CORN,EXPORT_PACE_SURPRISE,12.0
2022-08-29,CORN,EXPORT_PACE_SURPRISE,11.0
2022-09-05,CORN,EXPORT_PACE_SURPRISE,11.0
2022-09-12,CORN,EXPORT_PACE_SURPRISE,11.8
2022-09-19,CORN,EXPORT_PACE_SURPRISE,10.7
2022-09-26,CORN,EXPORT_PACE_SURPRISE,9.6
2022-10-03,CORN,EXPORT_PACE_SURPRISE,9.7
2022-10-10,CORN,EXPORT_PACE_SURPRISE,10.6
2022-10-17,CORN,EXPORT_PACE_SURPRISE,11.5
2022-10-24,CORN,EXPORT_PACE_SURPRISE,11.8
2022-10-31,CORN,EXPORT_PACE_SURPRISE,12.0
2022-11-07,CORN,EXPORT_PACE_SURPRISE,11.5
2022-11-14,CORN,EXPORT_PACE_SURPRISE,12.3
2022-11-21,CORN,EXPORT_PACE_SURPRISE,11.1
2022-11-28,CORN,EXPORT_PACE_SURPRISE,9.7
2023-06-05,CORN,EXPORT_PACE_SURPRISE,2.8
2023-06-12,CORN,EXPORT_PACE_SURPRISE,2.7
2023-06-19,CORN,EXPORT_PACE_SURPRISE,2.4
2023-06-26,CORN,EXPORT_PACE_SURPRISE,1.6
2023-07-03,CORN,EXPORT_PACE_SURPRISE,2.5
2023-07-10,CORN,EXPORT_PACE_SURPRISE,2.5
2023-07-17,CORN,EXPORT_PACE_SURPRISE,2.7
2023-07-24,CORN,EXPORT_PACE_SURPRISE,0.9
2023-07-31,CORN,EXPORT_PACE_SURPRISE,2.7
2023-08-07,CORN,EXPORT_PACE_SURPRISE,2.8
2023-08-14,CORN,EXPORT_PACE_SURPRISE,3.8
2023-08-21,CORN,EXPORT_PACE_SURPRISE,3.7
2023-08-28,CORN,EXPORT_PACE_SURPRISE,3.3
2023-09-04,CORN,EXPORT_PACE_SURPRISE,2.5
2023-09-11,CORN,EXPORT_PACE_SURPRISE,2.1
2023-09-18,CORN,EXPORT_PACE_SURPRISE,1.3
2023-09-25,CORN,EXPORT_PACE_SURPRISE,1.6
2023-10-02,CORN,EXPORT_PACE_SURPRISE,0.8
2023-10-09,CORN,EXPORT_PACE_SURPRISE,1.5
2023-10-16,CORN,EXPORT_PACE_SURPRISE,2.4
2023-10-23,CORN,EXPORT_PACE_SURPRISE,4.8
2023-10-30,CORN,EXPORT_PACE_SURPRISE,5.2
2023-11-06,CORN,EXPORT_PACE_SURPRISE,6.1
2023-11-13,CORN,EXPORT_PACE_SURPRISE,6.6
2023-11-20,CORN,EXPORT_PACE_SURPRISE,6.9
2023-11-27,CORN,EXPORT_PACE_SURPRISE,6.3
2024-06-03,CORN,EXPORT_PACE_SURPRISE,2.6
2024-06-10,CORN,EXPORT_PACE_SURPRISE,4.2
2024-06-17,CORN,EXPORT_PACE_SURPRISE,3.4
2024-06-24,CORN,EXPORT_PACE_SURPRISE,3.0
2024-07-01,CORN,EXPORT_PACE_SURPRISE,3.3
2024-07-08,CORN,EXPORT_PACE_SURPRISE,4.0
2024-07-15,CORN,EXPORT_PACE_SURPRISE,4.5
2024-07-22,CORN,EXPORT_PACE_SURPRISE,4.0
2024-07-29,CORN,EXPORT_PACE_SURPRISE,4.5
2024-08-05,CORN,EXPORT_PACE_SURPRISE,4.2
2024-08-12,CORN,EXPORT_PACE_SURPRISE,5.6
2024-08-19,CORN,EXPORT_PACE_SURPRISE,4.0
2024-08-26,CORN,EXPORT_PACE_SURPRISE,3.7
2024-09-02,CORN,EXPORT_PACE_SURPRISE,5.4
2024-09-09,CORN,EXPORT_PACE_SURPRISE,7.0
2024-09-16,CORN,EXPORT_PACE_SURPRISE,7.3
2024-09-23,CORN,EXPORT_PACE_SURPRISE,7.5
2024-09-30,CORN,EXPORT_PACE_SURPRISE,8.2
2024-10-07,CORN,EXPORT_PACE_SURPRISE,8.8
2024-10-14,CORN,EXPORT_PACE_SURPRISE,8.8
2024-10-21,CORN,EXPORT_PACE_SURPRISE,8.9
2024-10-28,CORN,EXPORT_PACE_SURPRISE,8.5
2024-11-04,CORN,EXPORT_PACE_SURPRISE,7.9
2024-11-11,CORN,EXPORT_PACE_SURPRISE,7.4
2024-11-18,CORN,EXPORT_PACE_SURPRISE,7.1
2024-11-25,CORN,EXPORT_PACE_SURPRISE,6.2
