week_ending,region,metric,value
2016-07-11,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-07-18,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-07-25,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-08-01,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-08-08,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-08-15,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-08-22,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-08-29,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-09-05,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-09-12,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-09-19,US CORN BELT,PCT_AREA_D2PLUS,26.0
2016-09-26,US CORN BELT,PCT_AREA_D2PLUS,27.0
2016-10-03,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-10-10,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-10-17,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-10-24,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-10-31,US CORN BELT,PCT_AREA_D2PLUS,25.0
2016-11-07,US CORN BELT,PCT_AREA_D2PLUS,23.0
2016-11-14,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-11-21,US CORN BELT,PCT_AREA_D2PLUS,24.0
2016-11-28,US CORN BELT,PCT_AREA_D2PLUS,22.0
2017-06-05,US CORN BELT,PCT_AREA_D2PLUS,11.0
2017-06-12,US CORN BELT,PCT_AREA_D2PLUS,10.0
2017-06-19,US CORN BELT,PCT_AREA_D2PLUS,11.0
2017-06-26,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-07-03,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-07-10,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-07-17,US CORN BELT,PCT_AREA_D2PLUS,15.0
2017-07-24,US CORN BELT,PCT_AREA_D2PLUS,13.0
2017-07-31,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-08-07,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-08-14,US CORN BELT,PCT_AREA_D2PLUS,11.0
2017-08-21,US CORN BELT,PCT_AREA_D2PLUS,11.0
2017-08-28,US CORN BELT,PCT_AREA_D2PLUS,13.0
2017-09-04,US CORN BELT,PCT_AREA_D2PLUS,14.0
2017-09-11,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-09-18,US CORN BELT,PCT_AREA_D2PLUS,13.0
2017-09-25,US CORN BELT,PCT_AREA_D2PLUS,13.0
2017-10-02,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-10-09,US CORN BELT,PCT_AREA_D2PLUS,12.0
2017-10-16,US CORN BELT,PCT_AREA_D2PLUS,11.0
2017-10-23,US CORN BELT,PCT_AREA_D2PLUS,9.0
2017-10-30,US CORN BELT,PCT_AREA_D2PLUS,9.0
2017-11-06,US CORN BELT,PCT_AREA_D2PLUS,7.0
2017-11-13,US CORN BELT,PCT_AREA_D2PLUS,7.0
2017-11-20,US CORN BELT,PCT_AREA_D2PLUS,5.0
2017-11-27,US CORN BELT,PCT_AREA_D2PLUS,2.0
2018-06-04,US CORN BELT,PCT_AREA_D2PLUS,18.0
2018-06-11,US CORN BELT,PCT_AREA_D2PLUS,19.0
2018-06-18,US CORN BELT,PCT_AREA_D2PLUS,21.0
2018-06-25,US CORN BELT,PCT_AREA_D2PLUS,20.0
2018-07-02,US CORN BELT,PCT_AREA_D2PLUS,19.0
2018-07-09,US CORN BELT,PCT_AREA_D2PLUS,20.0
2018-07-16,US CORN BELT,PCT_AREA_D2PLUS,20.0
2018-07-23,US CORN BELT,PCT_AREA_D2PLUS,22.0
2018-07-30,US CORN BELT,PCT_AREA_D2PLUS,21.0
2018-08-06,US CORN BELT,PCT_AREA_D2PLUS,22.0
2018-08-13,US CORN BELT,PCT_AREA_D2PLUS,22.0
2018-08-20,US CORN BELT,PCT_AREA_D2PLUS,24.0
2018-08-27,US CORN BELT,PCT_AREA_D2PLUS,25.0
2018-09-03,US CORN BELT,PCT_AREA_D2PLUS,24.0
2018-09-10,US CORN BELT,PCT_AREA_D2PLUS,24.0
2018-09-17,US CORN BELT,PCT_AREA_D2PLUS,23.0
2018-09-24,US CORN BELT,PCT_AREA_D2PLUS,24.0
2018-10-01,US CORN BELT,PCT_AREA_D2PLUS,23.0
2018-10-08,US CORN BELT,PCT_AREA_D2PLUS,23.0
2018-10-15,US CORN BELT,PCT_AREA_D2PLUS,21.0
2018-10-22,US CORN BELT,PCT_AREA_D2PLUS,23.0
2018-10-29,US CORN BELT,PCT_AREA_D2PLUS,22.0
2018-11-05,US CORN BELT,PCT_AREA_D2PLUS,23.0
2018-11-12,US CORN BELT,PCT_AREA_D2PLUS,24.0
2018-11-19,US CORN BELT,PCT_AREA_D2PLUS,25.0
2018-11-26,US CORN BELT,PCT_AREA_D2PLUS,25.0
2019-06-03,US CORN BELT,PCT_AREA_D2PLUS,12.0
2019-06-10,US CORN BELT,PCT_AREA_D2PLUS,13.0
2019-06-17,US CORN BELT,PCT_AREA_D2PLUS,12.0
2019-06-24,US CORN BELT,PCT_AREA_D2PLUS,13.0
2019-07-01,US CORN BELT,PCT_AREA_D2PLUS,15.0
2019-07-08,US CORN BELT,PCT_AREA_D2PLUS,15.0
2019-07-15,US CORN BELT,PCT_AREA_D2PLUS,14.0
2019-07-22,US CORN BELT,PCT_AREA_D2PLUS,14.0
2019-07-29,US CORN BELT,PCT_AREA_D2PLUS,16.0
2019-08-05,US CORN BELT,PCT_AREA_D2PLUS,16.0
2019-08-12,US CORN BELT,PCT_AREA_D2PLUS,16.0
2019-08-19,US CORN BELT,PCT_AREA_D2PLUS,19.0
2019-08-26,US CORN BELT,PCT_AREA_D2PLUS,19.0
2019-09-02,US CORN BELT,PCT_AREA_D2PLUS,21.0
2019-09-09,US CORN BELT,PCT_AREA_D2PLUS,22.0
2019-09-16,US CORN BELT,PCT_AREA_D2PLUS,23.0
2019-09-23,US CORN BELT,PCT_AREA_D2PLUS,25.0
2019-09-30,US CORN BELT,PCT_AREA_D2PLUS,25.0
2019-10-07,US CORN BELT,PCT_AREA_D2PLUS,26.0
2019-10-14,US CORN BELT,PCT_AREA_D2PLUS,26.0
2019-10-21,US CORN BELT,PCT_AREA_D2PLUS,25.0
2019-10-28,US CORN BELT,PCT_AREA_D2PLUS,29.0
2019-11-04,US CORN BELT,PCT_AREA_D2PLUS,30.0
2019-11-11,US CORN BELT,PCT_AREA_D2PLUS,28.0
2019-11-18,US CORN BELT,PCT_AREA_D2PLUS,27.0
2019-11-25,US CORN BELT,PCT_AREA_D2PLUS,25.0
2020-06-01,US CORN BELT,PCT_AREA_D2PLUS,11.0
2020-06-08,US CORN BELT,PCT_AREA_D2PLUS,12.0
2020-06-15,US CORN BELT,PCT_AREA_D2PLUS,11.0
2020-06-22,US CORN BELT,PCT_AREA_D2PLUS,9.0
2020-06-29,US CORN BELT,PCT_AREA_D2PLUS,10.0
2020-07-06,US CORN BELT,PCT_AREA_D2PLUS,10.0
2020-07-13,US CORN BELT,PCT_AREA_D2PLUS,12.0
2020-07-20,US CORN BELT,PCT_AREA_D2PLUS,11.0
2020-07-27,US CORN BELT,PCT_AREA_D2PLUS,11.0
2020-08-03,US CORN BELT,PCT_AREA_D2PLUS,12.0
2020-08-10,US CORN BELT,PCT_AREA_D2PLUS,10.0
2020-08-17,US CORN BELT,PCT_AREA_D2PLUS,10.0
2020-08-24,US CORN BELT,PCT_AREA_D2PLUS,11.0
2020-08-31,US CORN BELT,PCT_AREA_D2PLUS,9.0
2020-09-07,US CORN BELT,PCT_AREA_D2PLUS,9.0
2020-09-14,US CORN BELT,PCT_AREA_D2PLUS,8.0
2020-09-21,US CORN BELT,PCT_AREA_D2PLUS,8.0
2020-09-28,US CORN BELT,PCT_AREA_D2PLUS,9.0
2020-10-05,US CORN BELT,PCT_AREA_D2PLUS,8.0
2020-10-12,US CORN BELT,PCT_AREA_D2PLUS,7.0
2020-10-19,US CORN BELT,PCT_AREA_D2PLUS,9.0
2020-10-26,US CORN BELT,PCT_AREA_D2PLUS,8.0
2020-11-02,US CORN BELT,PCT_AREA_D2PLUS,8.0
2020-11-09,US CORN BELT,PCT_AREA_D2PLUS,9.0
2020-11-16,US CORN BELT,PCT_AREA_D2PLUS,10.0
2020-11-23,US CORN BELT,PCT_AREA_D2PLUS,11.0
2020-11-30,US CORN BELT,PCT_AREA_D2PLUS,10.0
2021-06-07,US CORN BELT,PCT_AREA_D2PLUS,11.0
2021-06-14,US CORN BELT,PCT_AREA_D2PLUS,9.0
2021-06-21,US CORN BELT,PCT_AREA_D2PLUS,12.0
2021-06-28,US CORN BELT,PCT_AREA_D2PLUS,13.0
2021-07-05,US CORN BELT,PCT_AREA_D2PLUS,13.0
2021-07-12,US CORN BELT,PCT_AREA_D2PLUS,14.0
2021-07-19,US CORN BELT,PCT_AREA_D2PLUS,16.0
2021-07-26,US CORN BELT,PCT_AREA_D2PLUS,16.0
2021-08-02,US CORN BELT,PCT_AREA_D2PLUS,16.0
2021-08-09,US CORN BELT,PCT_AREA_D2PLUS,15.0
2021-08-16,US CORN BELT,PCT_AREA_D2PLUS,15.0
2021-08-23,US CORN BELT,PCT_AREA_D2PLUS,16.0
2021-08-30,US CORN BELT,PCT_AREA_D2PLUS,15.0
2021-09-06,US CORN BELT,PCT_AREA_D2PLUS,15.0
2021-09-13,US CORN BELT,PCT_AREA_D2PLUS,13.0
2021-09-20,US CORN BELT,PCT_AREA_D2PLUS,12.0
2021-09-27,US CORN BELT,PCT_AREA_D2PLUS,11.0
2021-10-04,US CORN BELT,PCT_AREA_D2PLUS,11.0
2021-10-11,US CORN BELT,PCT_AREA_D2PLUS,13.0
2021-10-18,US CORN BELT,PCT_AREA_D2PLUS,12.0
2021-10-25,US CORN BELT,PCT_AREA_D2PLUS,12.0
2021-11-01,US CORN BELT,PCT_AREA_D2PLUS,12.0
2021-11-08,US CORN BELT,PCT_AREA_D2PLUS,9.0
2021-11-15,US CORN BELT,PCT_AREA_D2PLUS,10.0
2021-11-22,US CORN BELT,PCT_AREA_D2PLUS,10.0
2021-11-29,US CORN BELT,PCT_AREA_D2PLUS,9.0
2022-06-06,US CORN BELT,PCT_AREA_D2PLUS,22.0
2022-06-13,US CORN BELT,PCT_AREA_D2PLUS,22.0
2022-06-20,US CORN BELT,PCT_AREA_D2PLUS,22.0
2022-06-27,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-07-04,US CORN BELT,PCT_AREA_D2PLUS,20.0
2022-07-11,US CORN BELT,PCT_AREA_D2PLUS,18.0
2022-07-18,US CORN BELT,PCT_AREA_D2PLUS,18.0
2022-07-25,US CORN BELT,PCT_AREA_D2PLUS,18.0
2022-08-01,US CORN BELT,PCT_AREA_D2PLUS,20.0
2022-08-08,US CORN BELT,PCT_AREA_D2PLUS,20.0
2022-08-15,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-08-22,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-08-29,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-09-05,US CORN BELT,PCT_AREA_D2PLUS,20.0
2022-09-12,US CORN BELT,PCT_AREA_D2PLUS,20.0
2022-09-19,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-09-26,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-10-03,US CORN BELT,PCT_AREA_D2PLUS,21.0
2022-10-10,US CORN BELT,PCT_AREA_D2PLUS,22.0
2022-10-17,US CORN BELT,PCT_AREA_D2PLUS,25.0
2022-10-24,US CORN BELT,PCT_AREA_D2PLUS,23.0
2022-10-31,US CORN BELT,PCT_AREA_D2PLUS,25.0
2022-11-07,US CORN BELT,PCT_AREA_D2PLUS,25.0
2022-11-14,US CORN BELT,PCT_AREA_D2PLUS,24.0
2022-11-21,US CORN BELT,PCT_AREA_D2PLUS,25.0
2022-11-28,US CORN BELT,PCT_AREA_D2PLUS,26.0
2023-06-05,US CORN BELT,PCT_AREA_D2PLUS,9.0
2023-06-12,US CORN BELT,PCT_AREA_D2PLUS,9.0
2023-06-19,US CORN BELT,PCT_AREA_D2PLUS,10.0
2023-06-26,US CORN BELT,PCT_AREA_D2PLUS,7.0
2023-07-03,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-07-10,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-07-17,US CORN BELT,PCT_AREA_D2PLUS,7.0
2023-07-24,US CORN BELT,PCT_AREA_D2PLUS,8.0
2023-07-31,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-08-07,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-08-14,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-08-21,US CORN BELT,PCT_AREA_D2PLUS,5.0
2023-08-28,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-09-04,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-09-11,US CORN BELT,PCT_AREA_D2PLUS,4.0
2023-09-18,US CORN BELT,PCT_AREA_D2PLUS,5.0
2023-09-25,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-10-02,US CORN BELT,PCT_AREA_D2PLUS,5.0
2023-10-09,US CORN BELT,PCT_AREA_D2PLUS,7.0
2023-10-16,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-10-23,US CORN BELT,PCT_AREA_D2PLUS,6.0
2023-10-30,US CORN BELT,PCT_AREA_D2PLUS,8.0
2023-11-06,US CORN BELT,PCT_AREA_D2PLUS,7.0
2023-11-13,US CORN BELT,PCT_AREA_D2PLUS,7.0
2023-11-20,US CORN BELT,PCT_AREA_D2PLUS,5.0
2023-11-27,US CORN BELT,PCT_AREA_D2PLUS,4.0
2024-06-03,US CORN BELT,PCT_AREA_D2PLUS,6.0
2024-06-10,US CORN BELT,PCT_AREA_D2PLUS,5.0
2024-06-17,US CORN BELT,PCT_AREA_D2PLUS,3.0
2024-06-24,US CORN BELT,PCT_AREA_D2PLUS,3.0
2024-07-01,US CORN BELT,PCT_AREA_D2PLUS,4.0
2024-07-08,US CORN BELT,PCT_AREA_D2PLUS,6.0
2024-07-15,US CORN BELT,PCT_AREA_D2PLUS,5.0
2024-07-22,US CORN BELT,PCT_AREA_D2PLUS,7.0
2024-07-29,US CORN BELT,PCT_AREA_D2PLUS,7.0
2024-08-05,US CORN BELT,PCT_AREA_D2PLUS,7.0
2024-08-12,US CORN BELT,PCT_AREA_D2PLUS,7.0
2024-08-19,US CORN BELT,PCT_AREA_D2PLUS,4.0
2024-08-26,US CORN BELT,PCT_AREA_D2PLUS,6.0
2024-09-02,US CORN BELT,PCT_AREA_D2PLUS,7.0
2024-09-09,US CORN BELT,PCT_AREA_D2PLUS,8.0
2024-09-16,US CORN BELT,PCT_AREA_D2PLUS,9.0
2024-09-23,US CORN BELT,PCT_AREA_D2PLUS,11.0
2024-09-30,US CORN BELT,PCT_AREA_D2PLUS,12.0
2024-10-07,US CORN BELT,PCT_AREA_D2PLUS,12.0
2024-10-14,US CORN BELT,PCT_AREA_D2PLUS,15.0
2024-10-21,US CORN BELT,PCT_AREA_D2PLUS,16.0
2024-10-28,US CORN BELT,PCT_AREA_D2PLUS,17.0
2024-11-04,US CORN BELT,PCT_AREA_D2PLUS,17.0
2024-11-11,US CORN BELT,PCT_AREA_D2PLUS,16.0
2024-11-18,US CORN BELT,PCT_AREA_D2PLUS,17.0
2024-11-25,US CORN BELT,PCT_AREA_D2PLUS,17.0
